,gender,age,zodiac_sign,profession,junior_programmer_salary,senior_programmer_salary
477,Prefiero no decirlo,43,Leo,Economista,20000.0,72000.0
478,Prefiero no decirlo,43,Capricornio,Ingeniero,27000.0,60000.0
479,Hombre,43,Cáncer,Maestro,81000.0,193000.0
480,Mujer,40,Cáncer,Estudiante,39000.0,57000.0
481,Mujer,28,Libra,Ingeniero,36000.0,90000.0
482,Mujer,33,Picis,Ingeniero,37000.0,42000.0
483,Hombre,43,Tauro,Ingeniero,84000.0,132000.0
484,Mujer,36,Picis,Profesor,37000.0,84000.0
485,Hombre,45,Libra,Programador,91000.0,138000.0
486,Hombre,33,Virgo,Economista,52000.0,132000.0
487,Hombre,44,Géminis,Profesor,78000.0,108000.0
488,Prefiero no decirlo,42,Acuario,Matemático,38000.0,93000.0
489,Hombre,42,Leo,Físico,70000.0,113000.0
490,Mujer,40,Cáncer,Ingeniero,37000.0,50000.0
491,Hombre,35,Tauro,Programador,83000.0,117000.0
492,Hombre,38,Virgo,Contador,80000.0,106000.0
493,Hombre,42,Sagitario,Profesor,118000.0,198000.0
494,Hombre,35,Libra,Programador,83000.0,150000.0
495,Mujer,46,Sagitario,Profesor,25000.0,105000.0
496,Hombre,45,Sagitario,Profesor,55000.0,125000.0
497,Hombre,46,Escorpio,Ingeniero,74000.0,148000.0
498,Mujer,43,Escorpio,Estudiante,20000.0,122000.0
499,Hombre,33,Capricornio,Programador,56000.0,181000.0
500,Mujer,41,Capricornio,Profesor,27000.0,109000.0
501,Hombre,43,Géminis,Economista,64000.0,123000.0
502,Hombre,37,Acuario,Programador,77000.0,122000.0
503,Hombre,35,Escorpio,Programador,70000.0,134000.0
504,Mujer,33,Aries,Maestro,31000.0,59000.0
505,Hombre,34,Capricornio,Economista,66000.0,113000.0
506,Hombre,41,Picis,Profesor,54000.0,130000.0
507,Mujer,40,Tauro,Ingeniero,20000.0,45000.0
508,Mujer,47,Tauro,Programador,35000.0,84000.0
509,Hombre,40,Géminis,Matemático,80000.0,103000.0
510,Mujer,39,Tauro,Ingeniero,39000.0,55000.0
511,Mujer,42,Acuario,Programador,48000.0,95000.0
512,Hombre,35,Leo,Programador,70000.0,89000.0
513,Hombre,45,Escorpio,Programador,94000.0,119000.0
514,Hombre,44,Libra,Ingeniero,81000.0,142000.0
515,Hombre,34,Libra,Ingeniero,83000.0,140000.0
516,Mujer,41,Escorpio,Ingeniero,34000.0,100000.0
517,Mujer,38,Picis,Economista,22000.0,83000.0
518,Hombre,41,Picis,Maestro,93000.0,189000.0
519,Hombre,45,Virgo,Programador,66000.0,93000.0
520,Hombre,36,Cáncer,Físico,87000.0,153000.0
521,Mujer,34,Leo,Programador,48000.0,47000.0
522,Mujer,44,Leo,Programador,25000.0,58000.0
523,Hombre,26,Libra,Ingeniero,74000.0,112000.0
524,Mujer,40,Géminis,Ingeniero,27000.0,67000.0
525,Hombre,40,Tauro,Maestro,63000.0,163000.0
526,Hombre,39,Picis,Programador,50000.0,120000.0
527,Hombre,42,Acuario,Físico,79000.0,109000.0
528,Mujer,35,Géminis,Programador,21000.0,95000.0
529,Hombre,42,Sagitario,Programador,70000.0,144000.0
530,Mujer,37,Picis,Profesor,20000.0,140000.0
531,Mujer,36,Picis,Programador,31000.0,62000.0
532,Hombre,35,Leo,Programador,78000.0,141000.0
533,Mujer,36,Escorpio,Ingeniero,17000.0,109000.0
534,Mujer,41,Cáncer,Ingeniero,22000.0,85000.0
535,Mujer,52,Acuario,Contador,20000.0,60000.0
536,Hombre,46,Géminis,Estudiante,66000.0,124000.0
537,Hombre,46,Leo,Ingeniero,71000.0,93000.0
538,Hombre,29,Acuario,Profesor,61000.0,100000.0
539,Hombre,45,Picis,Contador,71000.0,111000.0
540,Mujer,36,Sagitario,Profesor,26000.0,47000.0
541,Hombre,43,Picis,Físico,73000.0,205000.0
542,Hombre,32,Tauro,Profesor,86000.0,194000.0
543,Hombre,43,Géminis,Programador,94000.0,167000.0
544,Otro,36,Aries,Programador,24000.0,101000.0
545,Mujer,34,Escorpio,Profesor,38000.0,69000.0
546,Hombre,44,Libra,Programador,87000.0,150000.0
547,Hombre,49,Leo,Estudiante,62000.0,121000.0
548,Hombre,41,Tauro,Matemático,62000.0,166000.0
549,Mujer,43,Capricornio,Programador,42000.0,86000.0
550,Hombre,48,Acuario,Maestro,69000.0,225000.0
551,Mujer,31,Escorpio,Programador,30000.0,51000.0
552,Hombre,39,Capricornio,Estudiante,62000.0,128000.0
553,Hombre,32,Virgo,Programador,71000.0,142000.0
554,Hombre,37,Capricornio,Físico,71000.0,129000.0
555,Mujer,38,Virgo,Estudiante,24000.0,73000.0
556,Mujer,49,Aries,Programador,29000.0,104000.0
557,Hombre,40,Géminis,Estudiante,79000.0,158000.0
558,Hombre,41,Capricornio,Ingeniero,96000.0,76000.0
559,Hombre,37,Cáncer,Programador,51000.0,165000.0
560,Hombre,39,Capricornio,Contador,93000.0,111000.0
561,Mujer,43,Géminis,Programador,52000.0,168000.0
562,Prefiero no decirlo,39,Cáncer,Programador,25000.0,46000.0
563,Hombre,38,Géminis,Ingeniero,87000.0,137000.0
564,Hombre,40,Aries,Programador,87000.0,121000.0
565,Hombre,34,Acuario,Profesor,74000.0,109000.0
566,Hombre,30,Capricornio,Físico,97000.0,122000.0
567,Hombre,33,Leo,Físico,83000.0,135000.0
568,Hombre,40,Aries,Ingeniero,72000.0,229000.0
569,Prefiero no decirlo,36,Cáncer,Ingeniero,48000.0,67000.0
570,Hombre,38,Cáncer,Programador,80000.0,141000.0
571,Mujer,37,Virgo,Programador,31000.0,107000.0
572,Mujer,37,Capricornio,Programador,21000.0,77000.0
573,Hombre,38,Aries,Programador,65000.0,119000.0
574,Otro,30,Acuario,Programador,37000.0,166000.0
575,Mujer,39,Capricornio,Profesor,28000.0,56000.0
576,Mujer,36,Libra,Programador,27000.0,109000.0
577,Hombre,36,Acuario,Maestro,110000.0,81000.0
578,Hombre,45,Capricornio,Programador,57000.0,126000.0
579,Hombre,43,Aries,Programador,86000.0,134000.0
580,Mujer,31,Tauro,Profesor,30000.0,38000.0
581,Hombre,35,Tauro,Físico,59000.0,99000.0
582,Hombre,35,Leo,Programador,118000.0,111000.0
583,Mujer,44,Tauro,Estudiante,25000.0,74000.0
584,Hombre,38,Libra,Profesor,74000.0,81000.0
585,Mujer,43,Aries,Estudiante,26000.0,69000.0
586,Mujer,39,Libra,Ingeniero,21000.0,126000.0
587,Mujer,36,Escorpio,Programador,29000.0,57000.0
588,Mujer,38,Picis,Físico,34000.0,54000.0
589,Hombre,30,Acuario,Programador,76000.0,148000.0
590,Hombre,40,Sagitario,Ingeniero,57000.0,144000.0
591,Hombre,41,Cáncer,Economista,80000.0,168000.0
592,Hombre,38,Géminis,Programador,78000.0,127000.0
593,Hombre,43,Cáncer,Programador,51000.0,121000.0
594,Mujer,43,Tauro,Ingeniero,22000.0,84000.0
595,Prefiero no decirlo,43,Escorpio,Físico,49000.0,99000.0
596,Hombre,46,Leo,Economista,63000.0,160000.0
597,Hombre,35,Leo,Programador,64000.0,132000.0
598,Hombre,39,Géminis,Estudiante,92000.0,128000.0
599,Prefiero no decirlo,38,Leo,Programador,38000.0,86000.0
600,Mujer,42,Leo,Economista,19000.0,102000.0
601,Mujer,33,Leo,Programador,24000.0,53000.0
602,Hombre,36,Virgo,Ingeniero,84000.0,138000.0
603,Mujer,35,Leo,Contador,20000.0,58000.0
604,Hombre,40,Aries,Programador,103000.0,172000.0
605,Hombre,39,Tauro,Maestro,67000.0,171000.0
606,Mujer,36,Picis,Programador,25000.0,76000.0
607,Mujer,25,Sagitario,Programador,33000.0,68000.0
608,Hombre,36,Cáncer,Maestro,57000.0,169000.0
609,Hombre,28,Aries,Programador,63000.0,112000.0
610,Hombre,37,Sagitario,Ingeniero,62000.0,110000.0
611,Mujer,36,Aries,Economista,22000.0,87000.0
612,Prefiero no decirlo,40,Escorpio,Programador,25000.0,87000.0
613,Mujer,39,Leo,Profesor,25000.0,78000.0
614,Mujer,36,Picis,Profesor,20000.0,85000.0
615,Mujer,42,Cáncer,Programador,19000.0,80000.0
616,Hombre,30,Leo,Contador,59000.0,185000.0
617,Hombre,36,Capricornio,Ingeniero,93000.0,138000.0
618,Hombre,29,Libra,Programador,48000.0,157000.0
619,Prefiero no decirlo,35,Cáncer,Profesor,38000.0,78000.0
620,Hombre,39,Tauro,Profesor,66000.0,176000.0
621,Hombre,33,Libra,Programador,90000.0,148000.0
622,Hombre,40,Géminis,Programador,46000.0,122000.0
623,Hombre,31,Sagitario,Profesor,63000.0,100000.0
624,Prefiero no decirlo,35,Picis,Profesor,18000.0,131000.0
625,Hombre,34,Leo,Programador,65000.0,116000.0
626,Hombre,49,Sagitario,Maestro,74000.0,107000.0
627,Hombre,33,Géminis,Ingeniero,87000.0,103000.0
628,Mujer,37,Picis,Profesor,28000.0,51000.0
629,Mujer,43,Acuario,Programador,48000.0,114000.0
630,Mujer,45,Leo,Ingeniero,21000.0,71000.0
631,Mujer,33,Acuario,Ingeniero,20000.0,148000.0
632,Hombre,43,Cáncer,Programador,68000.0,121000.0
633,Hombre,37,Picis,Economista,73000.0,107000.0
634,Hombre,36,Cáncer,Programador,70000.0,147000.0
635,Otro,45,Picis,Ingeniero,34000.0,58000.0
636,Mujer,39,Aries,Programador,22000.0,50000.0
637,Mujer,38,Virgo,Profesor,21000.0,87000.0
638,Hombre,47,Escorpio,Ingeniero,90000.0,143000.0
639,Hombre,41,Leo,Programador,52000.0,131000.0
640,Hombre,46,Tauro,Ingeniero,97000.0,119000.0
641,Hombre,45,Sagitario,Profesor,58000.0,156000.0
642,Prefiero no decirlo,43,Virgo,Físico,35000.0,70000.0
643,Hombre,43,Libra,Programador,65000.0,129000.0
644,Hombre,35,Virgo,Programador,92000.0,135000.0
645,Mujer,39,Cáncer,Profesor,27000.0,67000.0
646,Hombre,41,Leo,Ingeniero,60000.0,106000.0
647,Hombre,46,Acuario,Físico,71000.0,189000.0
648,Hombre,32,Virgo,Ingeniero,92000.0,107000.0
649,Mujer,35,Leo,Maestro,36000.0,66000.0
650,Hombre,50,Tauro,Ingeniero,61000.0,98000.0
651,Hombre,40,Acuario,Ingeniero,79000.0,183000.0
652,Mujer,39,Capricornio,Ingeniero,26000.0,59000.0
653,Mujer,39,Capricornio,Contador,21000.0,55000.0
654,Hombre,42,Libra,Programador,80000.0,176000.0
655,Mujer,44,Tauro,Ingeniero,31000.0,56000.0
656,Hombre,44,Sagitario,Profesor,79000.0,95000.0
657,Mujer,36,Tauro,Profesor,34000.0,62000.0
658,Hombre,47,Sagitario,Programador,63000.0,180000.0
659,Prefiero no decirlo,45,Capricornio,Profesor,27000.0,63000.0
660,Hombre,36,Acuario,Matemático,53000.0,126000.0
661,Hombre,42,Tauro,Programador,70000.0,156000.0
662,Mujer,42,Sagitario,Programador,38000.0,73000.0
663,Mujer,52,Picis,Ingeniero,19000.0,83000.0
664,Hombre,46,Leo,Ingeniero,89000.0,139000.0
665,Hombre,35,Leo,Ingeniero,95000.0,173000.0
666,Hombre,34,Escorpio,Maestro,54000.0,191000.0
667,Mujer,27,Cáncer,Ingeniero,24000.0,132000.0
668,Hombre,43,Cáncer,Ingeniero,78000.0,182000.0
669,Hombre,35,Géminis,Maestro,57000.0,184000.0
670,Hombre,39,Virgo,Ingeniero,83000.0,176000.0
671,Hombre,38,Sagitario,Programador,78000.0,117000.0
672,Hombre,31,Géminis,Profesor,84000.0,101000.0
673,Mujer,41,Capricornio,Profesor,36000.0,105000.0
674,Hombre,37,Leo,Ingeniero,69000.0,99000.0
675,Hombre,34,Escorpio,Programador,76000.0,81000.0
676,Hombre,41,Acuario,Ingeniero,72000.0,88000.0
677,Hombre,37,Cáncer,Profesor,83000.0,160000.0
678,Mujer,37,Acuario,Ingeniero,33000.0,105000.0
679,Hombre,40,Acuario,Programador,91000.0,181000.0
680,Hombre,40,Acuario,Economista,89000.0,163000.0
681,Mujer,40,Géminis,Maestro,28000.0,90000.0
682,Mujer,45,Géminis,Contador,21000.0,70000.0
683,Hombre,35,Cáncer,Programador,70000.0,143000.0
684,Mujer,40,Tauro,Economista,24000.0,49000.0
685,Hombre,34,Libra,Programador,83000.0,197000.0
686,Hombre,40,Leo,Economista,51000.0,131000.0
687,Hombre,44,Picis,Matemático,93000.0,164000.0
688,Otro,39,Aries,Ingeniero,20000.0,94000.0
689,Mujer,42,Géminis,Matemático,29000.0,105000.0
690,Hombre,53,Virgo,Programador,73000.0,130000.0
691,Mujer,44,Capricornio,Programador,39000.0,97000.0
692,Hombre,36,Picis,Estudiante,67000.0,137000.0
693,Hombre,40,Capricornio,Profesor,50000.0,120000.0
694,Hombre,37,Sagitario,Programador,65000.0,150000.0
695,Hombre,38,Sagitario,Programador,52000.0,118000.0
696,Mujer,41,Picis,Profesor,29000.0,74000.0
697,Mujer,40,Libra,Ingeniero,30000.0,82000.0
698,Hombre,39,Tauro,Economista,77000.0,229000.0
699,Hombre,46,Picis,Contador,79000.0,112000.0
700,Hombre,37,Virgo,Programador,53000.0,121000.0
701,Mujer,40,Sagitario,Físico,53000.0,77000.0
702,Mujer,38,Géminis,Maestro,24000.0,106000.0
703,Mujer,45,Picis,Programador,24000.0,53000.0
704,Mujer,49,Aries,Profesor,35000.0,73000.0
705,Mujer,36,Aries,Profesor,27000.0,104000.0
706,Mujer,47,Géminis,Contador,24000.0,48000.0
707,Mujer,41,Géminis,Economista,21000.0,39000.0
708,Mujer,40,Sagitario,Físico,47000.0,71000.0
709,Hombre,42,Capricornio,Programador,57000.0,131000.0
710,Mujer,41,Leo,Profesor,18000.0,94000.0
711,Hombre,35,Capricornio,Profesor,64000.0,168000.0
712,Hombre,39,Aries,Programador,74000.0,97000.0
713,Hombre,38,Aries,Ingeniero,88000.0,106000.0
714,Mujer,39,Sagitario,Profesor,36000.0,79000.0
715,Mujer,38,Aries,Ingeniero,23000.0,73000.0
716,Hombre,39,Acuario,Físico,67000.0,104000.0
717,Hombre,41,Leo,Profesor,67000.0,169000.0
718,Mujer,37,Virgo,Físico,19000.0,42000.0
719,Hombre,46,Sagitario,Programador,52000.0,160000.0
720,Hombre,45,Libra,Economista,59000.0,138000.0
721,Hombre,38,Capricornio,Programador,49000.0,127000.0
722,Mujer,41,Virgo,Programador,29000.0,82000.0
723,Hombre,39,Picis,Programador,75000.0,126000.0
724,Hombre,41,Tauro,Programador,62000.0,143000.0
725,Hombre,38,Sagitario,Profesor,104000.0,135000.0
726,Hombre,42,Tauro,Programador,57000.0,163000.0
727,Prefiero no decirlo,31,Aries,Ingeniero,34000.0,59000.0
728,Hombre,34,Géminis,Programador,71000.0,104000.0
729,Hombre,37,Aries,Programador,54000.0,127000.0
730,Hombre,31,Virgo,Programador,44000.0,185000.0
731,Hombre,39,Sagitario,Profesor,73000.0,131000.0
732,Hombre,35,Aries,Programador,51000.0,229000.0
733,Mujer,37,Picis,Profesor,22000.0,140000.0
734,Hombre,39,Aries,Profesor,68000.0,157000.0
735,Hombre,43,Leo,Ingeniero,59000.0,103000.0
736,Mujer,42,Acuario,Ingeniero,32000.0,63000.0
737,Hombre,40,Virgo,Ingeniero,72000.0,151000.0
738,Mujer,39,Escorpio,Físico,23000.0,85000.0
739,Mujer,39,Libra,Programador,32000.0,69000.0
740,Mujer,42,Picis,Ingeniero,20000.0,97000.0
741,Prefiero no decirlo,48,Tauro,Programador,41000.0,91000.0
742,Mujer,35,Géminis,Economista,26000.0,73000.0
743,Mujer,38,Leo,Profesor,28000.0,64000.0
744,Hombre,32,Escorpio,Ingeniero,66000.0,113000.0
745,Mujer,50,Aries,Físico,35000.0,51000.0
746,Hombre,33,Tauro,Profesor,77000.0,109000.0
747,Hombre,45,Tauro,Contador,95000.0,148000.0
748,Prefiero no decirlo,31,Géminis,Programador,34000.0,54000.0
749,Hombre,35,Picis,Profesor,96000.0,157000.0
750,Mujer,40,Leo,Programador,41000.0,86000.0
751,Hombre,32,Géminis,Programador,56000.0,102000.0
752,Hombre,48,Acuario,Físico,100000.0,140000.0
753,Hombre,39,Géminis,Programador,79000.0,107000.0
754,Mujer,51,Tauro,Programador,17000.0,71000.0
755,Hombre,41,Virgo,Ingeniero,79000.0,147000.0
756,Hombre,31,Cáncer,Ingeniero,44000.0,86000.0
757,Mujer,31,Cáncer,Programador,27000.0,53000.0
758,Mujer,41,Leo,Maestro,25000.0,83000.0
759,Mujer,44,Libra,Programador,27000.0,70000.0
760,Hombre,35,Escorpio,Profesor,83000.0,120000.0
761,Hombre,34,Aries,Ingeniero,53000.0,108000.0
762,Hombre,36,Sagitario,Estudiante,122000.0,109000.0
763,Mujer,35,Libra,Programador,24000.0,93000.0
764,Hombre,45,Leo,Matemático,71000.0,232000.0
765,Hombre,47,Capricornio,Profesor,66000.0,189000.0
766,Prefiero no decirlo,41,Capricornio,Ingeniero,23000.0,102000.0
767,Hombre,31,Cáncer,Programador,92000.0,187000.0
768,Prefiero no decirlo,37,Escorpio,Ingeniero,30000.0,155000.0
769,Hombre,43,Acuario,Estudiante,74000.0,235000.0
770,Hombre,39,Aries,Programador,66000.0,99000.0
771,Mujer,39,Escorpio,Programador,29000.0,55000.0
772,Mujer,35,Capricornio,Economista,17000.0,146000.0
773,Mujer,40,Leo,Programador,65000.0,93000.0
774,Hombre,47,Géminis,Programador,47000.0,174000.0
775,Mujer,38,Acuario,Físico,38000.0,72000.0
776,Hombre,37,Libra,Maestro,118000.0,162000.0
777,Hombre,35,Sagitario,Ingeniero,63000.0,163000.0
778,Hombre,33,Tauro,Programador,80000.0,237000.0
779,Hombre,45,Virgo,Contador,45000.0,141000.0
780,Mujer,44,Leo,Profesor,26000.0,76000.0
781,Hombre,43,Capricornio,Programador,67000.0,163000.0
782,Hombre,40,Libra,Maestro,56000.0,103000.0
783,Hombre,46,Virgo,Programador,53000.0,197000.0
784,Mujer,47,Géminis,Programador,27000.0,94000.0
785,Mujer,32,Tauro,Matemático,40000.0,71000.0
786,Mujer,37,Cáncer,Programador,28000.0,59000.0
787,Mujer,37,Libra,Profesor,26000.0,81000.0
788,Hombre,42,Leo,Físico,87000.0,130000.0
789,Mujer,42,Picis,Programador,15000.0,45000.0
790,Hombre,35,Cáncer,Ingeniero,70000.0,150000.0
791,Mujer,27,Libra,Programador,44000.0,87000.0
792,Hombre,32,Tauro,Contador,73000.0,132000.0
793,Mujer,28,Virgo,Programador,14000.0,88000.0
794,Prefiero no decirlo,36,Aries,Programador,32000.0,97000.0
795,Hombre,36,Capricornio,Profesor,57000.0,167000.0
796,Hombre,42,Géminis,Ingeniero,81000.0,95000.0
797,Mujer,44,Capricornio,Contador,22000.0,101000.0
798,Mujer,40,Virgo,Contador,36000.0,56000.0
799,Hombre,40,Virgo,Programador,95000.0,136000.0
800,Mujer,50,Capricornio,Ingeniero,18000.0,48000.0
801,Hombre,41,Picis,Programador,69000.0,170000.0
802,Hombre,40,Virgo,Matemático,54000.0,121000.0
803,Hombre,46,Escorpio,Matemático,57000.0,134000.0
804,Hombre,40,Tauro,Programador,80000.0,145000.0
805,Hombre,40,Sagitario,Programador,91000.0,129000.0
806,Otro,38,Géminis,Programador,38000.0,63000.0
807,Hombre,41,Géminis,Programador,67000.0,105000.0
808,Hombre,37,Libra,Profesor,81000.0,71000.0
809,Hombre,39,Picis,Estudiante,77000.0,201000.0
810,Hombre,35,Sagitario,Estudiante,47000.0,118000.0
811,Hombre,45,Leo,Físico,58000.0,76000.0
812,Mujer,38,Tauro,Programador,24000.0,53000.0
813,Hombre,39,Acuario,Programador,57000.0,182000.0
814,Mujer,33,Leo,Estudiante,28000.0,88000.0
815,Mujer,38,Aries,Economista,29000.0,79000.0
816,Mujer,47,Leo,Contador,42000.0,138000.0
817,Hombre,42,Virgo,Programador,82000.0,239000.0
818,Hombre,36,Acuario,Profesor,63000.0,131000.0
819,Hombre,37,Acuario,Programador,61000.0,64000.0
820,Hombre,38,Capricornio,Ingeniero,84000.0,119000.0
821,Mujer,37,Cáncer,Contador,20000.0,85000.0
822,Hombre,38,Acuario,Economista,89000.0,131000.0
823,Mujer,46,Cáncer,Ingeniero,32000.0,67000.0
824,Mujer,36,Cáncer,Programador,26000.0,92000.0
825,Hombre,35,Aries,Ingeniero,93000.0,132000.0
826,Mujer,34,Capricornio,Estudiante,19000.0,70000.0
827,Hombre,37,Sagitario,Programador,77000.0,91000.0
828,Hombre,51,Sagitario,Programador,70000.0,112000.0
829,Mujer,46,Virgo,Ingeniero,21000.0,60000.0
830,Hombre,43,Aries,Ingeniero,51000.0,121000.0
831,Mujer,45,Acuario,Programador,16000.0,50000.0
832,Hombre,36,Leo,Profesor,69000.0,171000.0
833,Hombre,37,Cáncer,Maestro,93000.0,108000.0
834,Hombre,46,Géminis,Estudiante,64000.0,140000.0
835,Hombre,39,Tauro,Programador,86000.0,106000.0
836,Hombre,38,Cáncer,Ingeniero,84000.0,84000.0
837,Mujer,46,Sagitario,Profesor,20000.0,120000.0
838,Mujer,33,Picis,Ingeniero,23000.0,37000.0
839,Hombre,45,Acuario,Programador,71000.0,128000.0
840,Hombre,41,Géminis,Programador,51000.0,135000.0
841,Mujer,36,Géminis,Programador,21000.0,69000.0
842,Mujer,39,Cáncer,Programador,32000.0,99000.0
843,Hombre,42,Virgo,Profesor,78000.0,104000.0
844,Hombre,37,Escorpio,Programador,71000.0,110000.0
845,Hombre,44,Capricornio,Ingeniero,71000.0,140000.0
846,Hombre,36,Sagitario,Programador,69000.0,127000.0
847,Hombre,41,Sagitario,Matemático,56000.0,150000.0
848,Hombre,33,Acuario,Programador,55000.0,98000.0
849,Hombre,37,Sagitario,Profesor,78000.0,112000.0
850,Hombre,40,Sagitario,Programador,83000.0,133000.0
851,Hombre,37,Cáncer,Programador,64000.0,137000.0
852,Mujer,32,Picis,Matemático,35000.0,105000.0
853,Hombre,45,Tauro,Matemático,65000.0,120000.0
854,Hombre,43,Capricornio,Programador,77000.0,121000.0
855,Hombre,36,Picis,Profesor,56000.0,140000.0
856,Mujer,42,Leo,Programador,17000.0,52000.0
857,Hombre,34,Capricornio,Programador,89000.0,118000.0
858,Mujer,48,Picis,Programador,20000.0,68000.0
859,Hombre,36,Virgo,Programador,84000.0,163000.0
860,Hombre,48,Escorpio,Profesor,69000.0,102000.0
861,Hombre,45,Capricornio,Contador,105000.0,157000.0
862,Mujer,40,Leo,Programador,33000.0,78000.0
863,Mujer,30,Géminis,Programador,34000.0,88000.0
864,Hombre,34,Picis,Programador,77000.0,157000.0
865,Otro,38,Tauro,Profesor,31000.0,75000.0
866,Mujer,38,Escorpio,Profesor,12000.0,59000.0
867,Mujer,38,Aries,Profesor,27000.0,80000.0
868,Hombre,30,Escorpio,Programador,82000.0,205000.0
869,Hombre,50,Acuario,Maestro,74000.0,101000.0
870,Hombre,40,Aries,Programador,74000.0,129000.0
871,Mujer,40,Géminis,Programador,34000.0,61000.0
872,Hombre,33,Acuario,Ingeniero,89000.0,131000.0
873,Mujer,42,Picis,Contador,45000.0,109000.0
874,Mujer,35,Libra,Economista,29000.0,56000.0
875,Hombre,36,Géminis,Programador,85000.0,178000.0
876,Hombre,39,Picis,Contador,102000.0,183000.0
877,Hombre,47,Virgo,Físico,89000.0,105000.0
878,Hombre,47,Libra,Programador,68000.0,129000.0
879,Hombre,32,Sagitario,Profesor,70000.0,188000.0
880,Hombre,40,Virgo,Ingeniero,90000.0,100000.0
881,Mujer,41,Aries,Matemático,26000.0,116000.0
882,Hombre,44,Sagitario,Contador,80000.0,133000.0
883,Hombre,40,Virgo,Programador,66000.0,121000.0
884,Hombre,39,Tauro,Profesor,85000.0,148000.0
885,Mujer,44,Virgo,Programador,19000.0,71000.0
886,Hombre,45,Aries,Ingeniero,71000.0,127000.0
887,Hombre,45,Tauro,Programador,60000.0,71000.0
888,Mujer,35,Acuario,Programador,18000.0,145000.0
889,Hombre,37,Capricornio,Contador,95000.0,107000.0
890,Hombre,37,Tauro,Físico,73000.0,123000.0
891,Hombre,40,Sagitario,Maestro,85000.0,123000.0
892,Hombre,42,Acuario,Programador,63000.0,102000.0
893,Hombre,43,Sagitario,Contador,64000.0,152000.0
894,Hombre,41,Leo,Ingeniero,61000.0,171000.0
895,Hombre,40,Géminis,Programador,77000.0,141000.0
896,Hombre,39,Tauro,Programador,73000.0,172000.0
897,Hombre,42,Virgo,Programador,69000.0,218000.0
898,Hombre,42,Sagitario,Ingeniero,56000.0,210000.0
899,Hombre,44,Acuario,Ingeniero,47000.0,96000.0
900,Hombre,48,Géminis,Estudiante,71000.0,181000.0
901,Mujer,37,Virgo,Matemático,26000.0,116000.0
902,Mujer,37,Acuario,Programador,30000.0,79000.0
903,Mujer,41,Escorpio,Programador,32000.0,99000.0
904,Hombre,37,Aries,Ingeniero,87000.0,127000.0
905,Hombre,46,Virgo,Profesor,98000.0,113000.0
906,Mujer,31,Virgo,Programador,30000.0,61000.0
907,Mujer,40,Escorpio,Profesor,31000.0,114000.0
908,Mujer,40,Escorpio,Profesor,21000.0,75000.0
909,Mujer,35,Libra,Matemático,23000.0,28000.0
910,Hombre,29,Tauro,Programador,59000.0,169000.0
911,Mujer,36,Escorpio,Programador,17000.0,53000.0
912,Prefiero no decirlo,37,Virgo,Profesor,56000.0,82000.0
913,Mujer,43,Picis,Programador,32000.0,56000.0
914,Hombre,43,Cáncer,Contador,80000.0,148000.0
915,Hombre,38,Leo,Contador,66000.0,142000.0
916,Hombre,42,Sagitario,Maestro,71000.0,173000.0
917,Mujer,34,Capricornio,Programador,26000.0,78000.0
918,Hombre,36,Tauro,Contador,73000.0,140000.0
919,Mujer,39,Tauro,Programador,27000.0,69000.0
920,Hombre,49,Picis,Programador,70000.0,161000.0
921,Hombre,32,Virgo,Ingeniero,74000.0,144000.0
922,Hombre,42,Tauro,Físico,129000.0,139000.0
923,Hombre,42,Picis,Economista,67000.0,158000.0
